无名氏	懊侬歌	月落天欲曙，能得几时眠。
杜甫	登岳阳楼	亲朋无一字，老病有孤舟。
周邦彦	琐窗寒	桐花半亩，静锁一庭愁雨。
无名氏	圣郎曲	酒无沙糖味，为他同颜色。
无名氏	西洲曲	低头弄莲子，莲子清如水。
刘长卿	听弹琴	泠泠七弦上，静听松风寒。
马戴	灞上秋居	空园白露滴，孤壁野僧邻。
方干	送从兄郜	流年莫虚掷，华发不相容。
无名氏	陈留章武歌	陈留章武，伤腰折股。
李白	赠孟浩然	红颜弃轩冕，白首卧松云。
马戴	楚江怀古	广泽生明月，苍山夹乱流。
杜牧	阿房宫赋	族秦者，秦也，非天下也。
袁凯	客中除夕	一杯椒叶酒，未敌泪千行。
鲍照	代白头吟	人情贱恩旧，世义逐衰兴。
吴文英	高阳台	细雨归鸿，孤山无限春寒。
无名氏	同生曲	蟋蟀鸣空堂，感怅令人忧。
秦观	如梦令	依旧，依旧，人与绿杨俱瘦。
晏几道	临江仙	当时明月在，曾照彩云归。
卓文君	白头吟	闻君有两意，故来相决绝。
韦应物	观田家	微雨众卉新，一雷惊蛰始。
李清照	南歌子	天上星河转，人间帘幕垂。
荀子	大略	善学者尽其理，善行者究其难。
李白	咏苎萝山	秀色掩今古，荷花羞玉颜。
李延年	佳人歌	北方有佳人，绝世而独立。
李白	夏日山中	脱巾挂石壁，露顶洒松风。
杜荀鹤	春宫怨	风暖鸟声碎，日高花影重。
诸葛亮	后出师表	臣鞠躬尽瘁，死而后已。
王维	酬张少府	松风吹解带，山月照弹琴。
鲍照	代别鹤操	有愿而不遂，无怨以生离。
王维	春园即事	草际成棋局，林端举桔槔。
陶渊明	五柳先生传	闲静少言，不慕荣利。
两汉乐府	江南	江南可采莲，莲叶何田田。
刘琨	重赠卢谌	何意百炼刚，化为绕指柔。
宋之问	渡汉江	近乡情更怯，不敢问来人。
苏轼	贾谊论	非才之难，所以自用者实难。
夏完淳	别云间	三年羁旅客，今日又南冠。
黄庭坚	念奴娇	孙郎微笑，坐来声喷霜竹。
无名氏	同生曲	岁月如流迈，行已及素秋。
孔子	论语 · 季氏篇	既来之，则安之。
鲍照	代朗月行	千金何足重，所存意气间。
晏几道	临江仙	落花人独立，微雨燕双飞。
杜甫	泊岳阳楼下	岸风翻夕浪，舟雪洒寒灯
李峻	山阴晚泊	落日山阴道，孤舟带远汀。
李白	夜宿山寺	危楼高百尺，手可摘星辰。
刘基	如梦令	乌榜小渔舟，摇过半江秋水。
王维	山中送别	春草明年绿，王孙归不归。
无名氏	西洲曲	南风知我意，吹梦到西洲。
王维	山居秋暝	空山新雨后，天气晚来秋。
贾岛	寻隐者不遇	只在此山中，云深不知处。
苏轼	行香子 · 述怀	酒斟时、须满十分。
岳飞	满江红	抬望眼，仰天长啸，壮怀激烈。
贾岛	题李凝幽居	鸟宿池边树，僧敲月下门。
梅尧臣	鲁山山行	好峰随处改，幽径独行迷。
温庭筠	商山早行	鸡声茅店月，人迹板桥霜。
李清照	如梦令	争渡，争渡，惊起一滩鸥鹭。
元好问	倪庄中秋	强饭日逾瘦，狭衣秋已寒。
温庭筠	送人东游	江上几人在，天涯孤棹还。
欧阳修	采桑子	路转堤斜，直到城头总是花。
无名氏	青雀子歌	作巢犹未成，举头失乡里。
岳飞	良马对	受大而不苟取，力裕而不求逞。
袁枚	祭妹文	阿兄归矣，犹屡屡回头望汝也。
李璟	摊破浣溪沙	多少泪珠何限恨，倚栏干。
骆宾王	在狱咏蝉	露重飞难进，风多响易沉。
李璟	摊破浣溪沙	回首绿波三楚暮，接天流。
孟浩然	宿建德江	野旷天低树，江清月近人。
鲍照	拟古诗八首	束薪幽篁里，刈黍寒涧阴。
鲁迅	题《呐喊》	积毁可销骨，空留纸上声。
李清照	浪淘沙	留得罗襟前日泪，弹与征鸿。
两汉乐府	长歌行	少壮不努力，老大徒伤悲。
两汉乐府	长歌行	百川东到海，何时复西归？
王湾	次北固山下	海日生残夜，江春入旧年。
杜甫	别房太尉墓	近泪无干土，低空有断云。
焦郁	白云向空尽	白云升远岫，摇曳入晴空。
李清照	浪淘沙	记得玉钗斜拨火，宝篆成空。
陆机	猛虎行	渴不饮盗泉水，热不息恶木阴。
欧阳修	采桑子	烟雨微微，一片笙歌醉里归。
岳飞	满江红	莫等闲，白了少年头，空悲切！
王猷定	螺川早发	长江流远梦，短棹拨残星。
严蕊	卜算子	若得山花插满头，莫问奴归处。
谢灵运	过始宁墅	白云抱幽石，绿筱媚清涟。
杜牧	阿房宫赋	骊山北构而西折，直走咸阳。
梁启超	水调歌头	愿替众生病，稽首礼维摩。
李清照	如梦令	兴尽晚回舟，误入藕花深处。
王之涣	登鹳雀楼	欲穷千里目，更上一层楼。
王建	新嫁娘三首	未谙姑食性，先遣小姑尝。
白居易	问刘十九	晚来天欲雪，能饮一杯无？
无名氏	小雅 · 庭燎	夜如何其？夜未央。
孟浩然	过故人庄	开轩面场圃，把酒话桑麻。
李煜	浪淘沙令	想得玉楼瑶殿影，空照秦淮！
温庭筠	送人东游	荒戍落黄叶，浩然离故关。
屈原	楚辞 · 天问	日月安属？列星安陈？
韦庄	女冠子二首	半羞还半喜，欲去又依依。
白居易	池上二绝	山僧对棋坐，局上竹阴清。
纳兰性德	金缕曲 · 赠梁汾	德也狂生耳。
苏轼	老饕赋	盖聚物之夭美，以养吾之老饕。
白居易	问刘十九	绿蚁新醅酒，红泥小火炉。
蒋士铨	岁暮到家	见面怜清瘦，呼儿问苦辛。
杜肇勋	蕺山看梅	暗香浮玉树，寒色冻银河。
王之涣	登鹳雀楼	白日依山尽，黄河入海流。
李白	拟古十二首	千金买一醉，取乐不求馀。
李煜	虞美人	春花秋月何时了，往事知多少。
李清照	夏日绝句	生当作人杰，死亦为鬼雄。
李白	拟古十二首	琴弹松里风，杯劝天上月。
李煜	浪淘沙令	梦里不知身是客，一晌贪欢。
苏洵	辨奸论	好恶乱其中，而利害夺其外也！
孟郊	答姚怤见寄	日月不同光，昼夜各有宜。
杜甫	赠卫八处士	明日隔山岳，世事两茫茫。
荀悦	申鉴·政体第一	足寒伤心，民寒伤国。
王湾	次北固山下	潮平两岸阔，风正一帆悬。
李煜	虞美人	雕栏玉砌应犹在，只是朱颜改。
苏轼	稼说送张琥	博观而约取，厚积而薄发。
李白	送友人入蜀	山从人面起，云傍马头生。
薛涛	春望词四首	不结同心人，空结同心草。
张九龄	望月怀远	海上生明月，天涯共此时。
李白	独坐敬亭山	众鸟高飞尽，孤云独去闲。
李白	送友人入蜀	芳树笼秦栈，春流绕蜀城。
宋之问	度大庾岭	魂随南翥鸟，泪尽北枝花。
李白	拟古十二首	客似秋叶飞，飘飖不言归。
李白	渡荆门送别	月下飞天镜，云生结海楼。
张华	永怀赋	扬绰约之丽姿，怀婉娩之柔情。
李白	渡荆门送别	仍怜故乡水，万里送行舟。
韩婴	韩诗外传	明镜所以照形，往古所以知今
寒山	杳杳寒山道	朝朝不见日，岁岁不知春。
王维	山中与裴秀才迪书	草木蔓发，春山可望
李清照	行香子	闻砧声捣，蛩声细，漏声长。
老子	道德经（第九章）	功成身退，天之道。
刘向	治国第四十八	凡治国之道，必先富民。
高攀龙	可楼记	凡人之大患，生于有所不足。
袁绹	清平乐	应是天仙狂醉，乱把白云揉碎。
